Schools,Colleges,Hospitals,Gyms,Boys_Hostels,Girls_Hostels,Turfs,Parking_Spaces,Competitors,Rent_Cost,Daily_Footfall,Avg_Income,Shop_Area_SqFt,Dist_To_Transit,Best_Shop_Type,Area_Type,Dominant_Age_Group
1.0,1.0,3.0,4.0,3.0,2.0,1.0,25.0,1.0,55522.0,14166.0,148838.0,3888.0,,Supermarket,Rural,Seniors
3.0,4.0,4.0,1.0,1.0,8.0,1.0,23.0,5.0,38540.0,3879.0,59362.0,650.0,1944.0,Pharmacy,Semi-Urban,Adults
0.0,5.0,0.0,4.0,8.0,2.0,4.0,14.0,8.0,41144.0,12002.0,114212.0,2500.0,1716.0,Supermarket,Semi-Urban,Teens
1.0,1.0,4.0,5.0,9.0,2.0,3.0,22.0,3.0,43196.0,9490.0,33400.0,3694.0,1060.0,Supermarket,Semi-Urban,Adults
4.0,0.0,4.0,1.0,8.0,2.0,3.0,28.0,4.0,20820.0,2368.0,73007.0,3086.0,1054.0,Supermarket,Semi-Urban,Kids
0.0,5.0,1.0,4.0,1.0,0.0,1.0,15.0,0.0,78706.0,4829.0,78574.0,3660.0,1411.0,Supermarket,Semi-Urban,Adults
6.0,4.0,5.0,0.0,4.0,2.0,2.0,18.0,0.0,64715.0,7878.0,22899.0,1225.0,353.0,Pharmacy,Semi-Urban,Adults
3.0,1.0,3.0,2.0,0.0,4.0,0.0,14.0,8.0,47129.0,8829.0,102984.0,2624.0,1806.0,Supermarket,Urban,Adults
5.0,2.0,1.0,2.0,7.0,7.0,0.0,13.0,4.0,67565.0,1059.0,84187.0,1428.0,731.0,Stationery,Semi-Urban,Kids
7.0,4.0,0.0,2.0,5.0,6.0,1.0,4.0,2.0,32664.0,4057.0,40565.0,2196.0,689.0,Stationery,Rural,Kids
5.0,4.0,1.0,2.0,9.0,3.0,1.0,6.0,1.0,71333.0,3384.0,79810.0,3574.0,480.0,Stationery,Semi-Urban,Teens
1.0,4.0,1.0,0.0,9.0,3.0,3.0,2.0,9.0,55204.0,6898.0,34618.0,1832.0,203.0,Barber Shop,Urban,Kids
0.0,4.0,1.0,5.0,1.0,3.0,3.0,28.0,6.0,10126.0,10547.0,90923.0,2357.0,807.0,Supermarket,Semi-Urban,Teens
7.0,2.0,0.0,5.0,1.0,7.0,2.0,1.0,3.0,52223.0,5986.0,69568.0,1000.0,1745.0,Stationery,Rural,Kids
7.0,5.0,0.0,0.0,9.0,7.0,3.0,24.0,2.0,53286.0,11556.0,38583.0,3446.0,1328.0,Supermarket,Rural,Teens
8.0,5.0,1.0,4.0,4.0,1.0,0.0,15.0,1.0,49996.0,12023.0,59065.0,3535.0,1740.0,Stationery,Urban,Teens
5.0,5.0,1.0,0.0,6.0,6.0,0.0,1.0,9.0,36206.0,14491.0,126867.0,3582.0,1916.0,Beauty Parlor,Semi-Urban,Teens
0.0,0.0,4.0,2.0,8.0,4.0,3.0,2.0,9.0,27808.0,1599.0,140805.0,307.0,1191.0,Pet Grooming,Rural,Adults
8.0,2.0,3.0,5.0,8.0,1.0,,11.0,3.0,70692.0,1248.0,115585.0,1584.0,684.0,Supermarket,Semi-Urban,Seniors
2.0,2.0,4.0,3.0,5.0,2.0,0.0,0.0,8.0,58808.0,13231.0,127404.0,1015.0,154.0,Beauty Parlor,Rural,Kids
5.0,1.0,,4.0,1.0,6.0,0.0,14.0,9.0,47006.0,14620.0,35835.0,2899.0,1783.0,Bakery,Semi-Urban,Adults
8.0,3.0,3.0,1.0,5.0,5.0,0.0,28.0,6.0,26698.0,6093.0,90931.0,2349.0,1808.0,Supermarket,Urban,Teens
2.0,5.0,5.0,5.0,0.0,5.0,4.0,0.0,0.0,70302.0,7458.0,85223.0,1924.0,,Pharmacy,Rural,Adults
4.0,3.0,3.0,2.0,1.0,6.0,1.0,0.0,2.0,24364.0,8862.0,47825.0,2055.0,1574.0,Pharmacy,Urban,Adults
4.0,1.0,1.0,5.0,2.0,5.0,2.0,14.0,4.0,75034.0,10547.0,51861.0,2419.0,669.0,Supermarket,Urban,Teens
6.0,2.0,4.0,2.0,4.0,1.0,4.0,25.0,6.0,33513.0,12674.0,74991.0,874.0,649.0,Fast Food,Urban,Teens
3.0,1.0,3.0,2.0,9.0,7.0,2.0,2.0,4.0,25057.0,14803.0,143553.0,743.0,323.0,Beauty Parlor,Urban,Seniors
3.0,4.0,5.0,5.0,0.0,6.0,4.0,13.0,8.0,73959.0,2576.0,115863.0,2313.0,1786.0,Beauty Parlor,Rural,Kids
,1.0,3.0,5.0,9.0,5.0,4.0,21.0,6.0,32708.0,5097.0,29823.0,2310.0,71.0,Supermarket,,Seniors
8.0,1.0,0.0,5.0,,4.0,2.0,9.0,0.0,17692.0,,119567.0,883.0,1564.0,Stationery,Semi-Urban,Adults
3.0,4.0,3.0,0.0,4.0,5.0,1.0,2.0,5.0,53845.0,1040.0,42813.0,1294.0,1446.0,Stationery,Rural,Adults
3.0,3.0,1.0,5.0,,2.0,3.0,19.0,1.0,45594.0,7407.0,71682.0,1346.0,240.0,Stationery,Urban,Kids
5.0,4.0,2.0,1.0,2.0,1.0,4.0,17.0,5.0,29831.0,5070.0,20655.0,3448.0,99.0,Supermarket,Rural,Seniors
5.0,0.0,0.0,4.0,6.0,8.0,1.0,22.0,2.0,53504.0,8898.0,41167.0,2479.0,635.0,Supermarket,Rural,Adults
6.0,1.0,2.0,2.0,6.0,0.0,3.0,3.0,1.0,17223.0,2007.0,43944.0,1670.0,946.0,Stationery,Urban,Teens
0.0,1.0,1.0,5.0,0.0,1.0,2.0,26.0,2.0,13336.0,847.0,75989.0,831.0,948.0,Clothing Store,Rural,Adults
2.0,3.0,2.0,1.0,6.0,9.0,4.0,16.0,9.0,31842.0,14275.0,117950.0,2752.0,925.0,Supermarket,Rural,Seniors
8.0,2.0,3.0,3.0,2.0,9.0,3.0,19.0,3.0,29682.0,11709.0,71602.0,,1035.0,Supermarket,Semi-Urban,Kids
5.0,4.0,2.0,5.0,2.0,0.0,1.0,3.0,0.0,46831.0,1970.0,115210.0,3776.0,1001.0,Stationery,Urban,Seniors
5.0,2.0,4.0,,5.0,7.0,3.0,14.0,3.0,20989.0,1407.0,92865.0,3598.0,1720.0,Supermarket,Semi-Urban,Seniors
4.0,0.0,1.0,2.0,5.0,3.0,2.0,10.0,5.0,,6540.0,128093.0,3818.0,204.0,Beauty Parlor,Semi-Urban,Kids
2.0,4.0,4.0,1.0,3.0,5.0,3.0,2.0,4.0,30754.0,5755.0,114927.0,1046.0,64.0,Beauty Parlor,Semi-Urban,Teens
4.0,0.0,2.0,5.0,4.0,4.0,0.0,23.0,4.0,79984.0,8296.0,20599.0,1665.0,1578.0,Supermarket,Urban,Kids
0.0,0.0,4.0,1.0,2.0,7.0,4.0,6.0,8.0,27627.0,10483.0,140975.0,1421.0,648.0,Beauty Parlor,Semi-Urban,Seniors
2.0,0.0,0.0,2.0,2.0,9.0,1.0,9.0,8.0,62483.0,2923.0,146286.0,1229.0,262.0,Beauty Parlor,Semi-Urban,Kids
3.0,5.0,2.0,1.0,8.0,6.0,1.0,25.0,8.0,62014.0,12393.0,142910.0,467.0,927.0,Clothing Store,Semi-Urban,Seniors
4.0,4.0,5.0,1.0,4.0,0.0,4.0,18.0,6.0,15408.0,7140.0,99027.0,1449.0,1584.0,Pharmacy,Semi-Urban,Teens
8.0,4.0,4.0,5.0,0.0,7.0,4.0,19.0,9.0,62527.0,9043.0,90455.0,3915.0,1150.0,Supermarket,Semi-Urban,Teens
3.0,5.0,3.0,5.0,8.0,3.0,0.0,7.0,8.0,18127.0,10827.0,120038.0,745.0,1233.0,Pet Grooming,Semi-Urban,Seniors
2.0,3.0,2.0,4.0,9.0,6.0,0.0,14.0,7.0,23960.0,7032.0,92491.0,3818.0,866.0,Supermarket,Rural,Teens
0.0,5.0,5.0,0.0,5.0,2.0,1.0,12.0,7.0,53368.0,1670.0,20449.0,1934.0,645.0,Pharmacy,Urban,
5.0,1.0,0.0,4.0,8.0,1.0,3.0,25.0,4.0,21426.0,3646.0,116894.0,,673.0,Supermarket,Urban,Teens
6.0,2.0,3.0,0.0,6.0,0.0,4.0,2.0,8.0,46910.0,14916.0,47366.0,1682.0,1526.0,Fast Food,,Adults
7.0,2.0,2.0,0.0,9.0,9.0,0.0,20.0,7.0,34630.0,13967.0,108691.0,1576.0,1306.0,Supermarket,Urban,Adults
0.0,0.0,3.0,4.0,9.0,4.0,0.0,20.0,6.0,53274.0,5899.0,148469.0,3727.0,1574.0,Supermarket,Urban,Seniors
3.0,4.0,2.0,2.0,6.0,2.0,0.0,14.0,7.0,28373.0,3737.0,122167.0,2114.0,465.0,Supermarket,Rural,Teens
4.0,4.0,2.0,1.0,4.0,2.0,3.0,20.0,8.0,79559.0,10514.0,69112.0,3775.0,1194.0,Supermarket,Semi-Urban,Kids
1.0,0.0,1.0,3.0,6.0,7.0,1.0,20.0,6.0,45804.0,1466.0,114012.0,2254.0,1382.0,Supermarket,Urban,Kids
0.0,,4.0,4.0,9.0,0.0,,24.0,8.0,45897.0,8227.0,41757.0,1694.0,717.0,Supermarket,Semi-Urban,Adults
7.0,2.0,2.0,4.0,3.0,1.0,0.0,9.0,7.0,70011.0,2422.0,40875.0,2128.0,410.0,Stationery,Urban,
5.0,5.0,0.0,,5.0,0.0,3.0,28.0,1.0,59043.0,2751.0,59027.0,1252.0,1421.0,Stationery,Urban,Teens
4.0,3.0,5.0,1.0,1.0,6.0,3.0,20.0,2.0,69665.0,5069.0,23698.0,1474.0,125.0,Pharmacy,Rural,Seniors
8.0,1.0,4.0,5.0,9.0,3.0,1.0,,5.0,53692.0,9435.0,148653.0,378.0,1783.0,Pet Grooming,Urban,Adults
1.0,4.0,1.0,4.0,2.0,2.0,4.0,26.0,5.0,21386.0,10486.0,79681.0,1486.0,267.0,Clothing Store,Rural,Teens
7.0,0.0,4.0,3.0,1.0,2.0,0.0,29.0,6.0,60385.0,10658.0,38669.0,2879.0,1538.0,Supermarket,Urban,Seniors
8.0,2.0,4.0,1.0,9.0,9.0,3.0,26.0,1.0,78340.0,5992.0,143155.0,2265.0,853.0,Supermarket,Rural,Adults
0.0,0.0,2.0,,1.0,2.0,4.0,13.0,0.0,57377.0,4761.0,102750.0,1947.0,239.0,Supermarket,Rural,Seniors
6.0,4.0,0.0,5.0,6.0,1.0,2.0,8.0,4.0,51104.0,1296.0,142957.0,1062.0,1979.0,Beauty Parlor,Semi-Urban,Seniors
7.0,0.0,2.0,4.0,4.0,4.0,0.0,28.0,1.0,67944.0,9947.0,64369.0,3035.0,1163.0,Supermarket,Rural,Adults
,,0.0,5.0,5.0,0.0,2.0,24.0,8.0,40597.0,14943.0,32322.0,1670.0,385.0,Supermarket,Urban,Kids
3.0,2.0,0.0,0.0,2.0,4.0,1.0,14.0,2.0,61573.0,10528.0,106078.0,2014.0,273.0,Supermarket,Urban,Seniors
2.0,0.0,3.0,0.0,9.0,9.0,1.0,13.0,1.0,25335.0,13220.0,118128.0,925.0,1793.0,Pharmacy,,Seniors
6.0,2.0,2.0,4.0,4.0,7.0,1.0,14.0,6.0,76915.0,3492.0,35023.0,2038.0,685.0,Stationery,Urban,Kids
8.0,0.0,1.0,2.0,4.0,6.0,3.0,26.0,5.0,68126.0,13008.0,60108.0,1245.0,447.0,Clothing Store,Semi-Urban,Kids
2.0,0.0,5.0,0.0,3.0,2.0,,13.0,7.0,66870.0,9198.0,69878.0,637.0,1444.0,Pharmacy,Semi-Urban,
5.0,2.0,4.0,4.0,9.0,8.0,4.0,9.0,8.0,54495.0,7913.0,73168.0,2675.0,330.0,Fast Food,Urban,Teens
7.0,5.0,3.0,5.0,3.0,9.0,2.0,11.0,2.0,51957.0,13776.0,144958.0,2928.0,754.0,Beauty Parlor,Urban,Adults
5.0,0.0,1.0,1.0,7.0,6.0,1.0,19.0,7.0,41892.0,12513.0,132156.0,3094.0,476.0,Supermarket,Semi-Urban,
1.0,,5.0,5.0,5.0,0.0,1.0,13.0,3.0,49653.0,6349.0,74552.0,3284.0,1153.0,Pharmacy,Rural,Seniors
6.0,1.0,5.0,3.0,1.0,5.0,3.0,24.0,,17948.0,3390.0,132863.0,1490.0,402.0,Pharmacy,Urban,Teens
1.0,3.0,2.0,0.0,1.0,3.0,3.0,26.0,3.0,19864.0,4953.0,136958.0,3483.0,775.0,Supermarket,Semi-Urban,Teens
1.0,1.0,0.0,4.0,1.0,5.0,3.0,14.0,3.0,73170.0,7181.0,79653.0,2018.0,544.0,Supermarket,Urban,
1.0,3.0,2.0,0.0,,2.0,0.0,11.0,7.0,54765.0,12305.0,144452.0,673.0,1549.0,Beauty Parlor,Urban,Teens
0.0,1.0,5.0,5.0,0.0,4.0,2.0,28.0,9.0,45517.0,9437.0,128688.0,502.0,1763.0,Clothing Store,Rural,Adults
0.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,7.0,12493.0,9306.0,31246.0,1241.0,1736.0,Coolbar,Semi-Urban,Adults
6.0,0.0,3.0,1.0,0.0,6.0,0.0,,6.0,46539.0,12618.0,140094.0,547.0,1329.0,Beauty Parlor,Urban,Seniors
4.0,2.0,1.0,2.0,3.0,4.0,1.0,16.0,3.0,14528.0,4719.0,120409.0,841.0,,Beauty Parlor,Semi-Urban,Kids
2.0,2.0,5.0,4.0,0.0,,4.0,14.0,1.0,64438.0,11708.0,113588.0,3795.0,1984.0,Supermarket,Urban,Adults
0.0,4.0,3.0,1.0,8.0,9.0,4.0,26.0,0.0,10680.0,9999.0,116385.0,3136.0,1188.0,Supermarket,Rural,Adults
5.0,3.0,1.0,3.0,5.0,6.0,1.0,22.0,1.0,75841.0,12937.0,25382.0,2763.0,605.0,Supermarket,Rural,Seniors
0.0,4.0,3.0,4.0,7.0,6.0,4.0,9.0,1.0,27377.0,7027.0,107386.0,3985.0,1757.0,Supermarket,Rural,Adults
8.0,5.0,4.0,3.0,1.0,9.0,3.0,29.0,2.0,66884.0,1423.0,37557.0,2032.0,112.0,Supermarket,Urban,Kids
1.0,5.0,0.0,2.0,5.0,8.0,2.0,,9.0,44169.0,9151.0,122403.0,3637.0,1179.0,Beauty Parlor,Semi-Urban,
0.0,4.0,0.0,4.0,3.0,2.0,3.0,13.0,4.0,74694.0,3251.0,124410.0,983.0,1440.0,Sports Nutrition,Rural,Adults
6.0,3.0,0.0,4.0,6.0,,4.0,8.0,0.0,79837.0,6022.0,79890.0,1896.0,1238.0,Stationery,Urban,Kids
5.0,2.0,4.0,1.0,7.0,7.0,4.0,28.0,4.0,48730.0,9799.0,82764.0,3187.0,1846.0,Supermarket,Urban,Teens
5.0,3.0,5.0,0.0,5.0,6.0,2.0,,6.0,37063.0,9305.0,59903.0,1282.0,1361.0,Pharmacy,Semi-Urban,Seniors
4.0,5.0,5.0,4.0,0.0,8.0,3.0,23.0,0.0,35344.0,4258.0,144500.0,2185.0,1047.0,Supermarket,Urban,Teens
,0.0,4.0,2.0,7.0,1.0,2.0,0.0,3.0,18384.0,7495.0,34434.0,1974.0,520.0,Pharmacy,Rural,Adults
3.0,4.0,0.0,4.0,0.0,5.0,4.0,5.0,1.0,62159.0,3619.0,106728.0,3526.0,1096.0,Sports Nutrition,Semi-Urban,Teens
2.0,4.0,0.0,4.0,8.0,4.0,2.0,5.0,7.0,48542.0,12277.0,106107.0,926.0,1426.0,Sports Nutrition,Urban,Seniors
7.0,5.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,46097.0,8458.0,46101.0,2275.0,247.0,Stationery,Rural,Adults
6.0,3.0,1.0,4.0,9.0,6.0,4.0,3.0,0.0,35516.0,9157.0,105641.0,3634.0,1249.0,Stationery,Urban,Kids
8.0,4.0,2.0,2.0,5.0,4.0,2.0,2.0,1.0,41928.0,12104.0,30609.0,1726.0,1618.0,Stationery,Semi-Urban,Seniors
0.0,2.0,3.0,1.0,7.0,5.0,3.0,12.0,9.0,50745.0,3538.0,145654.0,2499.0,1818.0,Beauty Parlor,Urban,Teens
6.0,4.0,1.0,0.0,4.0,3.0,4.0,29.0,3.0,75750.0,2936.0,31927.0,2754.0,325.0,Supermarket,Rural,Seniors
3.0,3.0,1.0,2.0,1.0,6.0,2.0,3.0,4.0,42445.0,10043.0,129880.0,3368.0,691.0,Beauty Parlor,,Seniors
6.0,5.0,1.0,2.0,4.0,6.0,1.0,22.0,1.0,14416.0,5150.0,54287.0,1399.0,517.0,Stationery,Semi-Urban,Adults
0.0,2.0,1.0,3.0,0.0,4.0,3.0,29.0,3.0,79374.0,14530.0,52387.0,,392.0,Clothing Store,Semi-Urban,Adults
4.0,2.0,4.0,0.0,7.0,6.0,3.0,6.0,6.0,26398.0,10840.0,130928.0,1198.0,1956.0,Beauty Parlor,Urban,Adults
2.0,4.0,2.0,1.0,7.0,6.0,3.0,18.0,4.0,35765.0,14465.0,52943.0,1634.0,1895.0,Supermarket,,Teens
4.0,3.0,1.0,5.0,1.0,9.0,0.0,10.0,7.0,42064.0,9231.0,67319.0,212.0,1227.0,Bakery,Rural,Seniors
3.0,4.0,5.0,1.0,5.0,7.0,4.0,9.0,9.0,17617.0,2109.0,115289.0,2433.0,179.0,Pet Grooming,Rural,Seniors
,0.0,3.0,5.0,7.0,,0.0,18.0,8.0,76261.0,12793.0,52128.0,2249.0,1011.0,Supermarket,Semi-Urban,Seniors
3.0,5.0,1.0,3.0,9.0,3.0,2.0,18.0,0.0,50827.0,7393.0,67460.0,1603.0,1682.0,Supermarket,Urban,Teens
2.0,0.0,4.0,3.0,7.0,0.0,4.0,4.0,0.0,59890.0,14578.0,101089.0,1572.0,123.0,Pharmacy,Urban,Seniors
0.0,2.0,5.0,2.0,6.0,2.0,3.0,0.0,2.0,10207.0,3079.0,124231.0,3672.0,973.0,Pharmacy,Rural,Teens
7.0,,0.0,1.0,2.0,7.0,3.0,25.0,7.0,27298.0,2103.0,115791.0,3673.0,1088.0,Supermarket,Rural,Teens
4.0,0.0,0.0,,3.0,6.0,3.0,10.0,0.0,32558.0,5473.0,104148.0,3262.0,643.0,Supermarket,Semi-Urban,Seniors
3.0,1.0,2.0,1.0,0.0,2.0,3.0,12.0,9.0,10193.0,2486.0,143141.0,643.0,536.0,Beauty Parlor,Urban,Kids
4.0,0.0,0.0,5.0,8.0,3.0,2.0,29.0,1.0,,6162.0,35245.0,1109.0,1548.0,Clothing Store,Semi-Urban,Seniors
3.0,4.0,1.0,1.0,9.0,1.0,1.0,29.0,0.0,47572.0,3749.0,56598.0,2593.0,1174.0,Supermarket,Rural,Kids
2.0,4.0,4.0,2.0,9.0,1.0,4.0,22.0,0.0,74993.0,6087.0,91741.0,2699.0,869.0,Supermarket,Urban,Kids
4.0,5.0,2.0,5.0,1.0,4.0,1.0,28.0,8.0,79573.0,3614.0,29251.0,1485.0,1496.0,Stationery,,Kids
3.0,0.0,5.0,1.0,9.0,1.0,4.0,7.0,9.0,32177.0,3404.0,93492.0,599.0,1949.0,Barber Shop,Urban,Kids
0.0,4.0,1.0,4.0,6.0,6.0,3.0,22.0,0.0,52755.0,14719.0,83128.0,2674.0,509.0,Supermarket,Urban,Kids
2.0,4.0,0.0,3.0,7.0,0.0,0.0,15.0,,35379.0,9251.0,117845.0,374.0,1343.0,Clothing Store,Urban,Seniors
7.0,5.0,3.0,3.0,3.0,8.0,2.0,23.0,6.0,41915.0,8391.0,54247.0,1423.0,80.0,Stationery,Semi-Urban,Seniors
6.0,5.0,1.0,5.0,9.0,9.0,4.0,8.0,4.0,37847.0,5340.0,77971.0,3662.0,122.0,Stationery,Urban,
1.0,5.0,3.0,3.0,0.0,0.0,3.0,3.0,9.0,69049.0,6760.0,136250.0,3010.0,607.0,Beauty Parlor,Urban,Kids
0.0,5.0,5.0,3.0,4.0,0.0,0.0,18.0,4.0,72969.0,3550.0,72301.0,1398.0,1369.0,Pharmacy,Rural,
2.0,1.0,3.0,4.0,9.0,8.0,3.0,6.0,6.0,13566.0,3343.0,42147.0,3086.0,1772.0,Barber Shop,Rural,Adults
4.0,2.0,5.0,,9.0,6.0,2.0,11.0,5.0,64315.0,4050.0,134797.0,2834.0,1867.0,Beauty Parlor,Rural,
0.0,4.0,,1.0,5.0,9.0,0.0,8.0,5.0,17426.0,3180.0,144679.0,1522.0,652.0,Beauty Parlor,Urban,Teens
2.0,3.0,4.0,5.0,,3.0,4.0,12.0,7.0,46859.0,2236.0,111098.0,1200.0,577.0,Sports Nutrition,Semi-Urban,Kids
2.0,5.0,0.0,3.0,0.0,2.0,4.0,11.0,9.0,19269.0,7916.0,66546.0,3739.0,1459.0,Coolbar,Urban,Teens
4.0,2.0,0.0,1.0,3.0,4.0,4.0,8.0,8.0,36296.0,13500.0,34301.0,1831.0,770.0,Fast Food,Rural,Adults
2.0,5.0,1.0,1.0,4.0,1.0,4.0,11.0,1.0,22939.0,12826.0,79355.0,1562.0,785.0,Supermarket,Rural,Kids
8.0,2.0,0.0,4.0,4.0,5.0,0.0,23.0,9.0,15306.0,12156.0,94970.0,2950.0,1648.0,Supermarket,Semi-Urban,Teens
0.0,3.0,2.0,1.0,6.0,5.0,2.0,29.0,3.0,14092.0,11924.0,64988.0,1786.0,1201.0,Supermarket,Urban,Seniors
17.601305574781996,0.0,0.0,3.0,3.0,0.0,0.0,15.0,9.0,,12503.0,,3868.0,458.0,Supermarket,Urban,Adults
3.0,1.0,1.0,5.0,9.0,9.0,4.0,12.0,8.0,60654.0,3801.0,99652.0,2449.0,1012.0,Beauty Parlor,Semi-Urban,Kids
0.0,4.0,0.0,1.0,,8.0,2.0,2.0,9.0,59176.0,13769.0,83403.0,3530.0,1626.0,Fast Food,Rural,Teens
1.0,0.0,4.0,4.0,7.0,0.0,1.0,5.0,0.0,55873.0,13796.0,24738.0,3376.0,1384.0,Pharmacy,Semi-Urban,Seniors
0.0,,5.0,5.0,1.0,5.0,1.0,13.0,9.0,65527.0,10433.0,121040.0,1719.0,535.0,Beauty Parlor,Rural,Kids
5.0,1.0,3.0,5.0,0.0,6.0,0.0,1.0,7.0,27927.0,3908.0,,373.0,1428.0,Sports Nutrition,Rural,Seniors
2.0,1.0,3.0,5.0,9.0,7.0,4.0,21.0,0.0,24813.0,10315.0,49138.0,3512.0,564.0,Supermarket,Urban,Adults
,1.0,5.0,3.0,9.0,1.0,1.0,20.0,3.0,54637.0,13540.0,75909.0,294.0,1228.0,Pharmacy,Urban,Teens
4.0,3.0,3.0,4.0,0.0,7.0,1.0,19.0,8.0,23944.0,1980.0,146426.0,1901.0,1727.0,Supermarket,Urban,Adults
8.0,5.0,4.0,2.0,0.0,9.0,3.0,2.0,3.0,17002.0,12157.0,108693.0,3374.0,594.0,Stationery,Semi-Urban,Kids
6.0,5.0,2.0,0.0,8.0,1.0,3.0,15.0,4.0,68859.0,4741.0,96502.0,1352.0,902.0,Stationery,Urban,Teens
3.0,5.0,1.0,1.0,3.0,1.0,2.0,7.0,8.0,49948.0,5884.0,137586.0,2332.0,1211.0,Beauty Parlor,Rural,Kids
4.0,0.0,4.0,1.0,8.0,8.0,2.0,25.0,7.0,60964.0,9964.0,73560.0,2208.0,742.0,Supermarket,Urban,Adults
4.0,4.0,1.0,1.0,6.0,6.0,4.0,5.0,0.0,23384.0,11760.0,122540.0,469.0,514.0,Beauty Parlor,Rural,Seniors
4.0,1.0,2.0,,6.0,7.0,1.0,24.0,2.0,24487.0,10240.0,90905.0,3507.0,1548.0,Supermarket,Urban,Adults
8.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,3.0,57535.0,11550.0,103933.0,749.0,1241.0,Pharmacy,Semi-Urban,Seniors
2.0,0.0,0.0,5.0,1.0,9.0,0.0,4.0,2.0,71696.0,5717.0,52424.0,2027.0,531.0,Sports Nutrition,Urban,Adults
5.0,5.0,2.0,0.0,4.0,5.0,3.0,3.0,8.0,10253.0,2935.0,129681.0,2183.0,841.0,Beauty Parlor,Urban,
7.0,1.0,3.0,4.0,9.0,0.0,2.0,5.0,5.0,53778.0,9246.0,52365.0,836.0,1211.0,Bakery,Urban,Teens
8.0,1.0,,2.0,0.0,4.0,4.0,1.0,2.0,31133.0,6354.0,143719.0,3515.0,354.0,Beauty Parlor,Semi-Urban,Adults
6.0,3.0,2.0,2.0,6.0,1.0,3.0,21.0,7.0,34697.0,13970.0,139964.0,1829.0,1229.0,Supermarket,,Kids
2.0,2.0,2.0,3.0,6.0,8.0,3.0,2.0,8.0,19475.0,4046.0,24010.0,2116.0,,Barber Shop,Semi-Urban,Adults
0.0,0.0,4.0,5.0,7.0,2.0,4.0,7.0,9.0,20789.0,12252.0,101201.0,3484.0,1746.0,Sports Nutrition,Urban,Adults
3.0,0.0,3.0,2.0,6.0,9.0,4.0,14.0,3.0,17982.0,5644.0,149585.0,2284.0,992.0,Supermarket,Urban,Seniors
5.0,5.0,5.0,2.0,7.0,6.0,1.0,9.0,4.0,48132.0,4811.0,110926.0,3653.0,830.0,Pharmacy,Urban,Teens
2.0,0.0,11.601594813482404,1.0,2.0,1.0,4.0,14.0,2.0,48028.0,9791.0,143717.0,797.0,,Beauty Parlor,Urban,Seniors
0.0,5.0,2.0,5.0,2.0,9.0,4.0,25.0,,12536.0,6472.0,71255.0,387.0,654.0,Clothing Store,Semi-Urban,
5.0,,1.0,3.0,7.0,3.0,3.0,26.0,1.0,57988.0,12036.0,28336.0,1382.0,332.0,Stationery,Rural,Teens
0.0,3.0,5.0,4.0,8.0,9.0,3.0,5.0,1.0,74422.0,14773.0,100924.0,501.0,124.0,Pharmacy,Rural,Kids
8.0,4.0,5.0,0.0,9.0,2.0,0.0,11.0,4.0,33397.0,8335.0,132695.0,3402.0,1915.0,Stationery,Semi-Urban,Kids
0.0,5.0,2.0,4.0,3.0,0.0,0.0,7.0,6.0,60341.0,14337.0,54023.0,3766.0,1870.0,Bakery,Urban,Adults
5.0,3.0,4.0,3.0,7.0,9.0,0.0,22.0,0.0,15108.0,14695.0,129619.0,1019.0,285.0,Pharmacy,Rural,Kids
0.0,5.0,4.0,1.0,0.0,5.0,4.0,5.0,2.0,43718.0,1212.0,99791.0,3516.0,511.0,Pharmacy,Rural,Seniors
6.0,0.0,4.0,0.0,1.0,4.0,1.0,24.0,0.0,59381.0,1591.0,89493.0,3865.0,1286.0,Supermarket,Urban,Seniors
2.0,4.0,3.0,4.0,9.0,5.0,3.0,26.0,7.0,61625.0,4664.0,34849.0,295.0,345.0,Barber Shop,Urban,Seniors
5.0,2.0,0.0,5.0,9.0,0.0,2.0,24.0,1.0,50626.0,5476.0,117568.0,595.0,906.0,Clothing Store,Semi-Urban,Teens
6.0,1.0,4.0,5.0,9.0,7.0,,25.0,5.0,52734.0,7168.0,147162.0,2395.0,184.0,Supermarket,Rural,Adults
0.0,1.0,4.0,0.0,8.0,3.0,2.0,15.0,5.0,75257.0,9800.0,100620.0,1630.0,256.0,Supermarket,Semi-Urban,Seniors
0.0,4.0,5.0,0.0,1.0,6.0,4.0,25.0,8.0,76462.0,11009.0,80070.0,1751.0,1785.0,Supermarket,Rural,Teens
4.0,5.0,1.0,0.0,1.0,7.0,2.0,14.0,5.0,29787.0,8325.0,40022.0,1835.0,1430.0,Stationery,Semi-Urban,Teens
5.0,5.0,1.0,2.0,7.0,2.0,0.0,19.0,9.0,49901.0,1660.0,71186.0,1639.0,,Supermarket,Rural,Seniors
8.0,5.0,2.0,3.0,4.0,3.0,3.0,14.0,5.0,65193.0,7501.0,105538.0,255.0,1927.0,Stationery,Urban,Seniors
0.0,2.0,,5.0,4.0,8.0,1.0,7.0,0.0,50894.0,1245.0,30014.0,2504.0,1918.0,Pharmacy,Urban,Kids
3.0,1.0,2.0,5.0,5.0,8.0,0.0,18.0,6.0,77422.0,8991.0,136171.0,3184.0,600.0,Supermarket,Semi-Urban,Kids
